User,Artist,Album,Song,ListenDate
Thepekingduck,Beatamines,Something Soul,How Never,7/5/2013 20:26
Thepekingduck,Spank Rock feat. Santigold,Everything Is Boring & Everyone Is A F---Ing Liar,Car Song,7/5/2013 20:22
Thepekingduck,Marbert Rocel,Speed Emotions,tttictictac,7/5/2013 20:16
Thepekingduck,Stylo G,Soundbwoy,Soundbwoy - Original Mix,7/5/2013 20:11
Thepekingduck,Bakermat,Vandaag EP,Vandaag (Original Mix),7/5/2013 20:06
Thepekingduck,Emeli Sandé,Our Version of Events,Read All About It Pt. III,7/5/2013 20:06
Thepekingduck,Emeli Sandé,Our Version of Events,Read All About It Pt. III,6/30/2013 14:53
Thepekingduck,Emeli Sandé,Our Version of Events,Read All About It Pt. III,6/30/2013 14:53
Thepekingduck,Avicii,Wake Me Up,Wake Me Up,6/30/2013 14:49
Thepekingduck,Lucy Schwartz,Boomerang EP,Boomerang,6/30/2013 9:56
Thepekingduck,Gavin DeGraw,Best I Ever Had,Best I Ever Had,6/30/2013 9:52
Thepekingduck,John Newman,Love Me Again,Love Me Again,6/30/2013 9:51
Thepekingduck,John Newman,Love Me Again,Love Me Again,6/26/2013 21:39
Thepekingduck,John Newman,Love Me Again,Love Me Again,6/26/2013 21:39
Thepekingduck,Avicii,Wake Me Up,Wake Me Up,6/26/2013 21:35
Thepekingduck,Lana Del Rey,Born to Die - The Paradise Edition,Summertime Sadness,6/26/2013 21:31
Thepekingduck,Calvin Harris,18 Months,I Need Your Love,6/26/2013 21:26
Thepekingduck,Armin van Buuren,This Is What It Feels Like,This Is What It Feels Like,6/26/2013 21:22
Thepekingduck,oOoOO,Without Your Love,Stay Here,6/26/2013 21:17
Thepekingduck,Bass Drum of Death,Shattered Me - Single,Crawling After You,6/26/2013 21:13
Thepekingduck,Anna von Hausswolff,Ceremony,Mountains Crave,6/26/2013 21:09
Thepekingduck,Mayer Hawthorne,Her Favorite Song,Her Favorite Song,6/26/2013 21:06
Thepekingduck,Thomas Azier,Ghostcity,Ghostcity,6/26/2013 21:03
Thepekingduck,Michel Cleis,Hey Lady Luck,Hey Lady Luck - Radio Edit,6/26/2013 20:59
Thepekingduck,Avicii,Wake Me Up,Wake Me Up,6/26/2013 20:55
Thepekingduck,Lexer,Electro Lab 01,If You Run (Marcapasos Remix),6/26/2013 20:42
Thepekingduck,Sub Focus,Endorphins,Endorphins,6/26/2013 20:38
Thepekingduck,Stylo G,Soundbwoy,Soundbwoy - Original Mix,6/26/2013 20:34
Thepekingduck,De Jeugd van Tegenwoordig,De Formule,De Formule,6/26/2013 20:29
Thepekingduck,Bakermat,Vandaag EP,Vandaag (Original Mix),6/26/2013 20:23
Thepekingduck,Rudimental,Waiting All Night,Waiting All Night - feat. Ella Eyre [Radio Edit],6/26/2013 20:20
Thepekingduck,Disclosure,Settle,When a Fire Starts to Burn,6/26/2013 20:16
Thepekingduck,Daft Punk,Get Lucky (Daft Punk Remix),Get Lucky (Daft Punk Remix),6/26/2013 20:03
Thepekingduck,Nas,Illmatic,Memory Lane (Sittin' In Da Park) - Explicit Album Version,6/23/2013 19:24
Thepekingduck,Nine Inch Nails,Came Back Haunted,Came Back Haunted,6/22/2013 15:20
Thepekingduck,Queens of the Stone Age,...Like Clockwork,I Sat by the Ocean,6/22/2013 15:16
Thepekingduck,Meek Mill,Lionhearted 3,Nobody Does It Better,6/22/2013 15:12
Thepekingduck,Hot Chip,Dark and Stormy,Dark and Stormy,6/22/2013 14:37
Thepekingduck,Foals,Holy Fire,Bad Habit,6/22/2013 14:33
Thepekingduck,Empire of the Sun,Alive,Alive,6/22/2013 14:29
Thepekingduck,Calvin Harris,18 Months,I Need Your Love,6/22/2013 14:15
Thepekingduck,Calvin Harris,18 Months,I Need Your Love,6/20/2013 15:24
Thepekingduck,Infected Mushroom,Never Mind,Never Mind,6/20/2013 15:18
Thepekingduck,Mr. Oizo,Flat Beat,Monday Massacre,6/20/2013 15:14
Thepekingduck,Crystal Castles,Crystal Castles,Crimewave,6/20/2013 15:14
Thepekingduck,Italobrothers,Stamp!,Upside Down,6/19/2013 23:01
Thepekingduck,Moby,Best of Mobysongs 1993 - 1998,Feeling So Real,6/19/2013 22:57
Thepekingduck,Kaskade,Lessons In Love (Headhunterz Remix),Lessons In Love - Headhunterz Remix Radio Edit,6/19/2013 22:46
Thepekingduck,Sunrise Inc,Still The Same,Still The Same - Radio Edit,6/19/2013 22:42
Thepekingduck,Leona Lewis,Collide,Collide - Afrojack Remix,6/19/2013 22:36
Thepekingduck,will.i.am,Scream & Shout,Scream & Shout,6/19/2013 22:32
Thepekingduck,Wolfgang Gartner,Love & War,Love & War - Original Mix,6/19/2013 22:26
Thepekingduck,Polina,Tornado (Remixes),Tornado (Kill the Noise Remix feat. Polina),6/19/2013 22:21
Thepekingduck,Kill the Noise,Black Magic,Rockers,6/19/2013 22:17
Thepekingduck,Ellie Goulding,Bright Lights,Lights,6/19/2013 22:13
Thepekingduck,Adele,Set Fire To The Rain (Remixes),Set Fire to the Rain (Thomas Gold remix),6/19/2013 22:07
Thepekingduck,David Guetta,Nothing but the Beat 2.0,She Wolf (Falling to Pieces) [feat. Sia],6/19/2013 22:04
Thepekingduck,Flo Rida,Wild Ones,I Cry,6/19/2013 22:00
Thepekingduck,The Cure,Seventeen Seconds,A Forest,6/19/2013 21:59
Thepekingduck,The Cure,Seventeen Seconds,A Forest,6/19/2013 18:24
Thepekingduck,Robbie Williams,Life Thru a Lens,Angels,6/19/2013 18:19
Thepekingduck,Pink Floyd,The Wall - 2011 - Remaster,Another Brick In The Wall Pt. 2 - 2011 - Remaster,6/19/2013 18:15
Thepekingduck,Fugees,Greatest Hits,A Change Is Gonna Come - Live From BBC/Radio 1,6/19/2013 17:46
Thepekingduck,Bob Dylan,Music From The Motion Picture Watchmen,The Times They Are a-Changin',6/19/2013 17:43
Thepekingduck,Allah-Las,Allah-Las,Busman's Holiday,6/19/2013 17:39
Thepekingduck,The Thermals,Born To Kill,Born To Kill,6/19/2013 17:37
Thepekingduck,Black Rebel Motorcycle Club,Let The Day Begin,Let The Day Begin,6/19/2013 17:33
Thepekingduck,Benjamin Francis Leftwich,Last Smoke Before The Snowstorm,1904,6/19/2013 17:29
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Plot,6/19/2013 17:26
Thepekingduck,Oliver Koletzki & Fran,Arrow and Bow,Arrow And Bow (Marek Hemmann Remix),6/19/2013 16:08
Thepekingduck,Sub Focus,Endorphins,Endorphins,6/19/2013 16:01
Thepekingduck,Bakermat,Vandaag EP,Vandaag (Original Mix),6/19/2013 15:56
Thepekingduck,The Opposites,De Fik Erin,Want Meisje,6/19/2013 15:52
Thepekingduck,Armin van Buuren,This Is What It Feels Like,This Is What It Feels Like,6/19/2013 15:47
Thepekingduck,Union J,Carry You,Carry You,6/16/2013 9:35
Thepekingduck,Olly Murs,Right Place Right Time,Dear Darlin',6/16/2013 9:32
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],6/16/2013 9:27
Thepekingduck,Mr. Probz,Waves,Waves,6/16/2013 9:21
Thepekingduck,Disclosure,Settle,Stimulation,6/11/2013 14:48
Thepekingduck,Disclosure,Settle,Stimulation,6/11/2013 14:48
Thepekingduck,Disclosure,Settle,Defeated No More (feat. Ed Macfarlane),6/11/2013 14:42
Thepekingduck,Disclosure,Settle,White Noise (feat. AlunaGeorge),6/11/2013 14:37
Thepekingduck,Disclosure,Settle,F for You,6/11/2013 14:33
Thepekingduck,Disclosure,Settle,Latch (feat. Sam Smith),6/11/2013 14:29
Thepekingduck,Disclosure,Settle,When a Fire Starts to Burn,6/11/2013 14:24
Thepekingduck,alt-J,An Awesome Wave,Fitzpleasure,6/2/2013 21:51
Thepekingduck,Don Redman,Stardust,Naughty Man,6/2/2013 21:48
Thepekingduck,Don Redman,Stardust,Save It Pretty Mama,6/2/2013 21:45
Thepekingduck,Don Redman,Stardust,Stardust,6/2/2013 21:42
Thepekingduck,Don Redman,Stardust,Save It Pretty Mama,6/2/2013 15:58
Thepekingduck,Don Redman,Stardust,Stardust,6/2/2013 15:55
Thepekingduck,Peter Pan Speedrock,Fiftysomesuperhits,Resurrection,5/27/2013 14:23
Thepekingduck,Walter Trout,Unspoiled by Progress - 20th Anniversary,Workin' Class,5/27/2013 14:18
Thepekingduck,Mark Knopfler,Sailing to Philadelphia,Speedway At Nazareth,5/27/2013 14:12
Thepekingduck,Daft Punk,TRON: Legacy,Recognizer,5/21/2013 18:26
Thepekingduck,Daft Punk,TRON: Legacy,The Son of Flynn,5/21/2013 18:25
Thepekingduck,Daft Punk,TRON: Legacy,The Grid,5/21/2013 18:23
Thepekingduck,Daft Punk,TRON: Legacy,Overture,5/21/2013 18:21
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,TRON Legacy (End Titles) (remixed by Sander Kleinenberg),5/21/2013 18:16
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Solar Sailer (remixed by Pretty Lights),5/21/2013 18:11
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Derezzed (remixed by Avicii),5/21/2013 18:06
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Arena (remixed by The Japanese Popstars),5/21/2013 18:00
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,End of Line (remixed by Photek),5/21/2013 17:54
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Encom Part 2 (remixed by Com Truise),5/21/2013 17:50
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Rinzler (remixed by Kaskade),5/21/2013 17:43
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,End of Line (remixed by Boys Noize),5/21/2013 17:37
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,The Son of Flynn (remixed by Moby),5/21/2013 17:31
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,C.L.U. (remixed by Paul Oakenfold),5/21/2013 17:26
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,The Son of Flynn (remixed by Ki:Theory),5/21/2013 17:21
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Adagio for TRON (remixed by Teddybears),5/21/2013 17:15
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,The Grid (remixed by The Crystal Method),5/21/2013 17:11
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Fall (Remixed by M83 VS Big Black Delta),5/21/2013 17:07
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,Derezzed (remixed by The Glitch Mob),5/21/2013 17:03
Thepekingduck,Daft Punk,Random Access Memories,Contact,5/21/2013 16:56
Thepekingduck,Daft Punk,Random Access Memories,Doin' It Right (feat. Panda Bear),5/21/2013 16:52
Thepekingduck,Daft Punk,Random Access Memories,Fragments of Time (feat. Todd Edwards),5/21/2013 16:47
Thepekingduck,Daft Punk,Random Access Memories,Motherboard,5/21/2013 16:42
Thepekingduck,Daft Punk,Random Access Memories,Beyond,5/21/2013 16:37
Thepekingduck,Daft Punk,Random Access Memories,Get Lucky (feat. Pharrell Williams),5/21/2013 16:31
Thepekingduck,Daft Punk,Random Access Memories,Instant Crush (feat. Julian Casablancas),5/21/2013 16:23
Thepekingduck,Daft Punk,Random Access Memories,Within,5/21/2013 16:19
Thepekingduck,Daft Punk,Random Access Memories,Giorgio by Moroder,5/21/2013 16:10
Thepekingduck,Daft Punk,Random Access Memories,Give Life Back to Music,5/21/2013 16:04
Thepekingduck,Daft Punk,Human After All,Technologic,5/21/2013 16:00
Thepekingduck,Daft Punk,Daft Club,Aerodynamic (Daft Punk remix),5/21/2013 15:53
Thepekingduck,Daft Punk,Discovery,Something About Us,5/21/2013 15:49
Thepekingduck,Daft Punk,Discovery,Aerodynamic,5/21/2013 15:46
Thepekingduck,Daft Punk,Alive 2007,Around the World / Harder Better Faster Stronger,5/21/2013 15:40
Thepekingduck,The Opposites,Begin 20,Dom Lomp & Famous,5/20/2013 16:05
Thepekingduck,The Opposites,Succes/Ik Ben Twan,Licht Uit,5/20/2013 16:02
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Rollende Steen,5/20/2013 15:58
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Held,5/20/2013 15:53
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Fok Anything,5/20/2013 15:49
Thepekingduck,Yellow Claw,Thunder,Thunder,5/20/2013 15:45
Thepekingduck,The Opposites,Slapeloze Nachten,Blam Blam,5/19/2013 19:31
Thepekingduck,The Opposites,Slapeloze Nachten,Welkom Op 'T Feest,5/19/2013 19:27
Thepekingduck,The Opposites,Slapeloze Nachten,Sukkel Voor de Liefde,5/19/2013 19:23
Thepekingduck,The Opposites,Slapeloze Nachten,Belle Hélène - Rapversie,5/19/2013 19:20
Thepekingduck,The Opposites,Slapeloze Nachten,Low Key,5/19/2013 19:17
Thepekingduck,The Opposites,Slapeloze Nachten,Rollende Steen,5/19/2013 19:13
Thepekingduck,The Opposites,Slapeloze Nachten,Slapeloze Nachten,5/19/2013 19:09
Thepekingduck,The Opposites,Slapeloze Nachten,Droom Denk Doe,5/19/2013 19:06
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Sukkel Voor De Liefde - Instrumental,5/19/2013 19:03
Thepekingduck,The Opposites,Begin 20,Dom Lomp & Famous,5/19/2013 18:59
Thepekingduck,The Opposites,Succes/Ik Ben Twan,Licht Uit,5/19/2013 18:56
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Rollende Steen,5/19/2013 18:52
Thepekingduck,Yellow Claw,Thunder,Thunder,5/19/2013 18:46
Thepekingduck,Coldplay,A Rush of Blood to the Head,The Scientist,5/11/2013 15:04
Thepekingduck,Choir of Young Believers,We'll Never Stop Living This Way: A Ghostly Primer,Hollow Talk,5/11/2013 14:19
Thepekingduck,Gavin Mikhail,Carry On (Fun. Cover),I Will Wait For You (Mumford & Sons Cover),5/11/2013 14:14
Thepekingduck,ortoPilot,Set Fire To The Rain (originally by Adele),Set Fire To The Rain (originally by Adele),5/11/2013 14:09
Thepekingduck,Miss Montreal,Wonderful Days,Wonderful Days - Live @ Mattie & Wietze Q-Music,5/11/2013 14:06
Thepekingduck,Fountains of Wayne,Welcome Interstate Managers,All Kinds Of Time,5/11/2013 14:01
Thepekingduck,U2,The Best of 1980 - 1990 / B Sides,With or Without You,5/11/2013 13:56
Thepekingduck,Onyx,Shut 'Em Down,The Worst,5/11/2013 13:49
Thepekingduck,Dr. Dre,Kush,Kush - Main,5/11/2013 13:45
Thepekingduck,Nas,10 Year Anniversary Illmatic Platinum Series,It Ain't Hard to Tell,5/11/2013 13:41
Thepekingduck,Craig Mack,Bad Boy's 10th Anniversary- The Hits,Flava In Ya Ear Remix - feat. Notorious B.I.G. L.L. Cool J Busta Rhymes Rampage,5/11/2013 13:36
Thepekingduck,Gang Starr,Full Clip: A Decade Of Gang Starr,Full Clip,5/11/2013 13:32
Thepekingduck,Big L,The Big Picture,The Enemy,5/11/2013 13:30
Thepekingduck,Method Man,Black Out,Da Rockwilder - Explicit Version,5/11/2013 13:27
Thepekingduck,Nas,It Was Written (clean version),I Gave You Power,5/11/2013 13:23
Thepekingduck,JAY-Z,Original Album Classics,D'Evils,5/11/2013 13:20
Thepekingduck,Nas,10 Year Anniversary Illmatic Platinum Series,It Ain't Hard to Tell,5/11/2013 11:12
Thepekingduck,Craig Mack,Bad Boy's 10th Anniversary- The Hits,Flava In Ya Ear Remix - feat. Notorious B.I.G. L.L. Cool J Busta Rhymes Rampage,5/11/2013 11:07
Thepekingduck,Gang Starr,Full Clip: A Decade Of Gang Starr,Full Clip,5/11/2013 11:04
Thepekingduck,Big L,The Big Picture,The Enemy,5/11/2013 11:01
Thepekingduck,Method Man,Black Out,Da Rockwilder - Explicit Version,5/11/2013 10:58
Thepekingduck,Nas,It Was Written (clean version),I Gave You Power,5/11/2013 10:55
Thepekingduck,JAY-Z,Original Album Classics,D'Evils,5/11/2013 10:51
Thepekingduck,Stan Lee Cole,Devil's Ringtone,Separated,5/11/2013 10:47
Thepekingduck,The xx,Switch 21,Sunset - Jamie xx Edit,5/11/2013 10:40
Thepekingduck,Lykke Li,Youth Novels,I'm Good I'm Gone,5/11/2013 10:37
Thepekingduck,Opgeduveld,Opgeduveld,Zonder handen,5/11/2013 10:35
Thepekingduck,Opgeduveld,Opgeduveld,ze gaan het krijgen,5/11/2013 10:31
Thepekingduck,Opgeduveld,Opgeduveld,Zakelijk,5/11/2013 10:27
Thepekingduck,Opgeduveld,Opgeduveld,4x4,5/11/2013 10:23
Thepekingduck,Opgeduveld,Opgeduveld,Generaal,5/11/2013 10:19
Thepekingduck,Opgeduveld,Opgeduveld,Dikke rapper,5/11/2013 10:16
Thepekingduck,Opgeduveld,Opgeduveld,Te warm,5/11/2013 10:12
Thepekingduck,Opgeduveld,Opgeduveld,1001 sprookjes,5/11/2013 10:08
Thepekingduck,Opgeduveld,Opgeduveld,Intro,5/11/2013 10:06
Thepekingduck,Fugees,Greatest Hits,Ready or Not,5/10/2013 11:55
Thepekingduck,Terra Nova Project,Terra Nova (Themes From TV Series),Terra Nova (Main Title Theme),5/9/2013 21:17
Thepekingduck,GMPresents & Jocelyn Scofield,Skyfall,Skyfall (Instrumental),5/9/2013 21:08
Thepekingduck,Onra,Deep In The Night,L.O.V.E.,5/9/2013 21:04
Thepekingduck,Carly Rae Jepsen,Tonight I’m Getting Over You,Tonight I’m Getting Over You - Remix,5/9/2013 21:01
Thepekingduck,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,5/9/2013 20:56
Thepekingduck,David Guetta,Nothing But the Beat Ultimate,Play Hard - feat. Ne-Yo & Akon,5/9/2013 20:53
Thepekingduck,Calvin Harris,18 Months,I Need Your Love,5/9/2013 20:50
Thepekingduck,Passenger,Let Her Go,Let Her Go,5/9/2013 20:45
Thepekingduck,Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),5/9/2013 20:41
Thepekingduck,Rudimental,Waiting All Night,Waiting All Night (feat. Ella Eyre),5/9/2013 20:37
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],5/9/2013 20:33
Thepekingduck,Fugees,Greatest Hits,A Change Is Gonna Come - Live From BBC/Radio 1,5/9/2013 20:02
Thepekingduck,Newton Faulkner,Write It On Your Skin,Payphone - Live from BBC Radio 1 Live Lounge,5/9/2013 19:58
Thepekingduck,Amy Winehouse,Back to Black,Valerie - Live BBC Radio 1 Live Lounge London/2007,5/9/2013 19:53
Thepekingduck,The Soul Session,One,Root Down feat. Kay Fischer,5/5/2013 20:19
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Rolling in the Deep,5/5/2013 20:15
Thepekingduck,Dire Straits,The Best of Dire Straits & Mark Knopfler - Private Investigations,Brothers in Arms,5/5/2013 20:08
Thepekingduck,The Rolling Stones,Singles Collection: The London Years,Paint It Black - Mono Version,5/5/2013 20:04
Thepekingduck,Lynyrd Skynyrd,A Retrospective,Sweet Home Alabama,5/5/2013 19:59
Thepekingduck,Mumford & Sons,Sigh No More,White Blank Page,5/5/2013 19:55
Thepekingduck,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,Bullet With Butterfly Wings,5/5/2013 19:51
Thepekingduck,Creedence Clearwater Revival,More Creedence Gold,Fortunate Son,5/5/2013 19:49
Thepekingduck,Joe Bonamassa,Joe Bonamassa Live From The Royal Albert Hall,Sloe Gin,5/5/2013 19:36
Thepekingduck,The Jeff Healey Band,See The Light,Blue Jean Blues,5/5/2013 19:30
Thepekingduck,White Town,Playlist: Dance,Your Woman,5/5/2013 19:25
Thepekingduck,Mark Knopfler,Privateering,Redbud Tree,5/5/2013 19:22
Thepekingduck,Cake,Fashion Nugget,I Will Survive,5/5/2013 19:17
Thepekingduck,Walter Trout,Relentless,Work No More,5/5/2013 19:11
Thepekingduck,Peter Pan Speedrock,Fiftysomesuperhits,Resurrection,5/5/2013 19:08
Thepekingduck,Walter Trout,Unspoiled by Progress - 20th Anniversary,Workin' Class,5/5/2013 19:04
Thepekingduck,Mark Knopfler,Sailing to Philadelphia,Speedway At Nazareth,5/5/2013 18:57
Thepekingduck,Oli Brown,Here I Am,Devil In Me,5/5/2013 18:54
Thepekingduck,The Black Keys,Little Black Submarines,Little Black Submarines - radio edit,5/5/2013 18:51
Thepekingduck,Deerhunter,Monomania,Monomania,5/5/2013 18:40
Thepekingduck,Lord Finesse,The Awakening,Hip 2 Da Game,5/2/2013 19:23
Thepekingduck,Dilated Peoples,Neighborhood Watch,World On Wheels,5/2/2013 19:19
Thepekingduck,Pacewon & Mr. Green,The Only Color That Matters is Green,Children Sing,5/2/2013 19:14
Thepekingduck,Dilated Peoples,Neighborhood Watch,World On Wheels,5/2/2013 19:10
Thepekingduck,Common,The Dreamer The Believer,Ghetto Dreams - feat. Nas,5/2/2013 19:06
Thepekingduck,IAM,Nés Sous La Même Étoile,Nés sous la même étoile,5/2/2013 19:03
Thepekingduck,Cronite,Pariah,Sick of it all feat. Masta Ace,5/2/2013 18:58
Thepekingduck,Hilltop Hoods,Drinking From The Sun,Rattling The Keys To The Kingdom,5/2/2013 18:55
Thepekingduck,Hi-Tek,Reflection Eternal [Train Of Thought],Soul Rebels,5/2/2013 18:51
Thepekingduck,Tommy Tee,2 Legender Utan Penger,BB Berättelsen,5/2/2013 18:48
Thepekingduck,Rakim,The 18th Letter / The Book Of Life,Guess Who's Back,5/2/2013 18:44
Thepekingduck,Big L,The Big Picture,Ebonics,5/2/2013 18:40
Thepekingduck,Mos Def,Black On Both Sides,Mathematics,5/2/2013 18:36
Thepekingduck,Mobb Deep,The Infamous,Survival of the Fittest,5/2/2013 18:32
Thepekingduck,Fugees,Blunted On Reality,Nappy Heads - Remix,5/2/2013 18:27
Thepekingduck,1982,Statik Selektah & Termanology are 1982,The Radio,5/2/2013 18:24
Thepekingduck,Keith Murray,The Most Beautifullest Thing In This World,Sychosymatic,5/2/2013 18:21
Thepekingduck,AZ,Doe or Die,Mo Money Mo Murder (Homicide),5/2/2013 18:14
Thepekingduck,Raekwon,Only Built 4 Cuban Linx,Ice Cream,5/2/2013 18:10
Thepekingduck,Linkin Park,Reanimation,Enth E Nd,5/2/2013 18:06
Thepekingduck,Dr. Dre,2001,Still D.R.E.,5/2/2013 18:02
Thepekingduck,Rakim,The 18th Letter / The Book Of Life,Guess Who's Back,5/2/2013 17:57
Thepekingduck,LL Cool J,Mr Smith,I Shot Ya,5/2/2013 17:52
Thepekingduck,Warren G,Regulate G Funk,Regulate,5/2/2013 17:48
Thepekingduck,Nas,It Was Written,The Message,5/2/2013 17:44
Thepekingduck,The Cool Kids,The Bake Sale,Black Mags,5/2/2013 17:41
Thepekingduck,Big L,The Big Picture,The Enemy,5/2/2013 17:38
Thepekingduck,Bad Meets Evil,Hell: The Sequel,Living Proof,5/2/2013 17:34
Thepekingduck,Inspectah Deck,Mass Appeal: The Best of Gang Starr [Edited],Above The Clouds - Edited,5/2/2013 17:31
Thepekingduck,Gang Starr,Mass Appeal: The Best of Gang Starr [Edited],The Militia,5/2/2013 17:26
Thepekingduck,Fugees,Greatest Hits,Fu-Gee-La,5/2/2013 17:22
Thepekingduck,Fun Lovin' Criminals,A-sides B-sides and Rarities,Scooby Snacks,5/2/2013 17:19
Thepekingduck,Busta Rhymes,R'n'B Allstars,Break Ya Neck,5/2/2013 17:15
Thepekingduck,Beastie Boys,Make Some Noise,Make Some Noise,5/2/2013 17:11
Thepekingduck,The Pharcyde,Labcabincalifornia,Runnin',5/2/2013 17:06
Thepekingduck,JAY-Z,Vol.3 : Life And Times Of S.Carter,So Ghetto,5/2/2013 17:02
Thepekingduck,Pharrell Williams,In My Mind,Raspy **** - Edited Album Version,5/2/2013 16:59
Thepekingduck,Gang Starr,Mass Appeal: The Best of Gang Starr,The Militia - Feat. Big Shug And Freddie Foxxx,5/2/2013 16:54
Thepekingduck,Damian Marley,All Night Hit Pack,Road To Zion,5/2/2013 16:49
Thepekingduck,The Notorious B.I.G.,Ready To Die The Remaster,Big Poppa,5/2/2013 16:44
Thepekingduck,House of Pain,House of Pain,Jump Around,5/2/2013 16:41
Thepekingduck,The Notorious B.I.G.,Ready To Die The Remaster,Juicy,5/2/2013 16:36
Thepekingduck,Slum Village,Fantastic Vol. 2.10,Fall In Love,5/2/2013 16:32
Thepekingduck,Gang Starr,Full Clip: A Decade Of Gang Starr,Work,5/2/2013 16:29
Thepekingduck,Clipse,Hell Hath No Fury,Momma I'm So Sorry - Main Version - Explicit,5/2/2013 16:25
Thepekingduck,Pharrell Williams,In My Mind,Stay With Me - Edited Album Version;Feat. Pusha T,5/2/2013 16:21
Thepekingduck,Usher,Yeah!,Yeah!,5/2/2013 16:17
Thepekingduck,Robin Thicke,The Evolution of Robin Thicke,Wanna Love You Girl - Main,5/2/2013 16:12
Thepekingduck,Klubbheroes,Poco Loco,Poco Loco (Loco Mix) - Loco Mix,5/2/2013 16:08
Thepekingduck,Wolf People,Fain,Empty Vessels,4/27/2013 15:52
Thepekingduck,Sweet Baboo,Ships,If I Died…,4/27/2013 15:49
Thepekingduck,Crystal Fighters,You & I,You & I,4/27/2013 15:45
Thepekingduck,Miles Kane,Don't Forget Who You Are,Don't Forget Who You Are,4/27/2013 15:26
Thepekingduck,Adam & The Relevants,VI,Live Forever,4/27/2013 15:23
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],4/27/2013 15:18
Thepekingduck,Errors,Pleasure Palaces,Pleasure Palaces,4/25/2013 20:10
Thepekingduck,Betty Wright,The Movie,Old Songs,4/25/2013 20:05
Thepekingduck,Chris Brown,Fine China,Fine China,4/25/2013 19:59
Thepekingduck,Cypress Hill,Greatest Hits From The Bong,Insane in the Brain,4/25/2013 19:46
Thepekingduck,Wu-Tang Clan,Wu-Tang Forever (Explicit),It's Yourz,4/25/2013 19:42
Thepekingduck,The Cool Kids,The Bake Sale,Black Mags,4/25/2013 19:38
Thepekingduck,Timbland And Magoo,Present,Indian Flute,4/25/2013 19:35
Thepekingduck,Warren G,Nobody Does It Better,Nobody does it better (feat. Warren G),4/25/2013 19:30
Thepekingduck,Nas,Soul Ultimate experience Vol 1,NY state Of Mind Pt 3 - Feat. Rakim,4/25/2013 19:28
Thepekingduck,Wu-Tang Clan,Wu-Tang Forever (Explicit),The City,4/25/2013 19:24
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,4/25/2013 19:20
Thepekingduck,Feed Me,Feed Me's Big Adventure,Muscle Rollers - Original Mix,4/25/2013 19:14
Thepekingduck,David Guetta,Nothing but the Beat 2.0,She Wolf (Falling to Pieces) [feat. Sia],4/25/2013 19:10
Thepekingduck,will.i.am,Scream & Shout,Scream & Shout - Hit-Boy Remix,4/25/2013 19:04
Thepekingduck,Avicii,Levels,Levels (Skrillex Remix),4/25/2013 18:59
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],4/25/2013 18:55
Thepekingduck,Kill the Noise,Black Magic,Rockers,4/25/2013 18:51
Thepekingduck,Feed Me,Feed Me's Big Adventure,Silicone Lube - Original Mix,4/25/2013 18:45
Thepekingduck,Daft Punk,Prime Time Of Your Life,Prime Time Of You Life - Para One Remix,4/25/2013 18:41
Thepekingduck,Mr. Oizo,Flat Beat,Monday Massacre,4/25/2013 18:38
Thepekingduck,Calvin Harris,18 Months,I Need Your Love,4/25/2013 18:34
Thepekingduck,JAY-Z,Watch The Throne,Why I Love You,4/25/2013 18:30
Thepekingduck,M83,We Own The Sky,We Own the Sky,4/25/2013 18:25
Thepekingduck,Sunrise Inc,Still The Same,Still The Same - Radio Edit,4/25/2013 18:22
